id,total_men,total_women,total_pop,age_0_10,age_11_19,age_20_39,age_40_59,age_60_and_over,age1,age2,age3,age4,age5,illiteracy,illiteracy11_19,illiteracy20_39,illiteracy40_59,illiteracy_60,illiteracy_m,illiteracy_f,illiteracy_m_11_19,illiteracy_f_11_19,illiteracy_m_21_39,illiteracy_f_21_39,illiteracy_m_40_59,illiteracy_f_40_59,illiteracy_m_60,illiteracy_f_60,orthodox,protestant,rcatholic,muslim,otherrel,orthd,cthlc,evngl,muslm,othr_r,s_lang_srb_cro_svn,s_lang_othr_slavic,s_lang_hungarian,s_lang_german,s_lang_albanian,s_lang_other,t_employed_agriculture_perc,t_employed_agriculture_men_perc,t_employed_agriculture_women_perc,t_employed_industry_perc,t_employed_industry_men_perc,t_employed_industry_women_perc,t_employed_commerce_perc,t_employed_commerce_men_perc,t_employed_commerce_women_perc,t_employed_public_service_perc,t_employed_public_service_men_perc,t_employed_public_service_women_perc,t_employed_other_perc,t_employed_other_men_perc,t_employed_other_women_perc
308,8118,8102,16220,5396,2686,4504,2587,1047,33.3,16.6,27.8,15.9,6.5,92.7,87.23008191,92.25133215,96.5983765,98.66284623,86.6,98.3,79.9,95.6,85,98.6,93.2,99.7,97.2,99.8,15.7,0,0.8,83.6,0.00,2539,123,0,13558,0,15.74,0.02,0.01,0.00,83.588,0.64,96.34412514,95.98478445,98.56396867,0.818479447,0.887573964,0.391644909,0.582029829,0.655114117,0.130548303,1.946162241,2.176669484,0.522193211,0.309203347,0.295857988,0.391644909
309,11097,11741,22838,7666,3287,6851,3412,1622,33.6,14.4,30,14.9,7.1,73.4,64.46607849,69.6540651,80.36342321,92.97163995,49.9,94.5,39.1,88.5,42.6,94.4,57.3,98,86.7,99.4,98.7,0,0.1,1.2,0.00,22546,24,0,267,1,98.67,0.04,0.02,0.03,0.000,1.23,92.42580283,89.28840078,97.59543877,2.340604812,3.339852565,0.694100149,1.703960303,2.647811043,0.148735746,2.275067878,3.490296374,0.272682201,1.254564179,1.233639236,1.289043133
310,9142,9598,18740,6421,3144,4612,2731,1832,34.3,16.8,24.6,14.6,9.8,77.6,63.42239186,76.30095403,85.35335042,93.39519651,62.7,90.7,53.1,73.6,57.1,93.3,66.6,98.9,87.3,99.5,72.6,0,0.1,27.3,0.01,13610,10,0,5119,1,90.80,0.04,0.01,0.02,8.436,0.71,96.7721678,95.37299339,99.55005624,1.067570962,1.567516525,0.074990626,0.276312484,0.415486308,0,1.682994223,2.417374882,0.224971879,0.200954534,0.226628895,0.149981252
311,22167,22238,44405,15148,7244,11547,6426,4040,34.1,16.3,26,14.5,9.1,80.4,67.39370514,77.70849571,89.37130408,96.85643564,65.8,94.3,51.5,85.1,58.2,94.9,78.4,99.1,94,99.7,53.4,0,0.1,46.5,0.01,23706,49,0,20646,4,53.42,0.04,0.01,0.01,38.971,7.54,91.70079636,90.09057831,96.16126957,4.453924915,5.171479446,2.466223461,1.484641638,1.958659131,0.171563371,1.848691695,2.330262445,0.514690114,0.511945392,0.44902067,0.686253485
312,10320,11311,21631,7129,3169,5318,3414,2601,33,14.7,24.6,15.8,12,61,38.56106027,55.97969161,72.55418864,83.62168397,40.5,78.6,26.6,51.8,29.7,76.2,46.1,90.5,71,96.7,77.8,0,0.3,21.9,0.04,16823,62,1,4737,8,74.87,0.05,0.06,0.01,8.511,16.49,82.27927364,74.68091895,96.65057333,7.576706324,11.24760689,0.633675317,2.233354206,3.382259094,0.06035003,5.207681069,7.482450542,0.905250453,2.702984763,3.206764518,1.750150875
313,27996,26484,54480,16982,8568,14099,8780,6051,31.2,15.7,25.9,16.1,11.1,61.5,39.7875817,56.78416909,73.24601367,85.96926128,47.8,76,30.3,50.1,40.3,74.3,55.1,89.5,77.6,96.9,85,0,0.4,14.6,0.04,46296,216,17,7929,22,85.20,0.16,0.08,0.04,2.045,12.47,75.97777395,71.4068655,90.89239809,12.99534804,15.79065841,3.874403232,4.613197795,5.959482273,0.220345207,3.63973122,4.299380979,1.487330151,2.773949001,2.543612831,3.52552332
314,9736,9725,19461,6525,3418,5399,2760,1359,33.5,17.6,27.7,14.2,7,80.4,73.08367466,77.92183738,87.57246377,94.33406917,72,88.8,69.7,76.6,67,89.2,77,96.8,89,99.4,58.9,0,0.3,40.2,0.62,11467,57,2,7814,121,59.14,0.10,0.03,0.01,0.206,40.52,87.46013522,85.30116359,93.78446115,4.503125399,5.732375086,0.902255639,1.250159459,1.574264203,0.30075188,3.482587065,4.226557153,1.303258145,3.303992856,3.165639973,3.709273183
315,22905,23249,46154,15065,6811,12879,7433,3966,32.6,14.8,27.9,16.1,8.6,77.4,68.69769491,74.12842612,83.11583479,92.25920323,63.4,90.6,58.3,80.7,56.9,89.6,68.8,95.7,84.6,99.1,22.2,0,7.4,70.3,0.05,10256,3432,14,32429,23,35.89,0.14,0.17,0.07,42.250,21.48,63.66198872,60.85604801,77.31269785,13.44608372,14.73501554,7.175518818,4.893846707,5.69734654,0.984875132,9.409859662,10.73675078,2.954625396,8.588221183,7.974839129,11.5722828
316,67593,60459,128052,36031,21034,40274,20195,10518,28.1,16.4,31.5,15.8,8.2,59.7,49.03965009,52.57486219,69.91829661,88.71458452,48.4,72.8,43.2,55.4,39.5,68.7,54.9,85.4,82.4,95.6,55.1,0.1,2.9,39.7,2.18,70592,3720,102,50845,2793,59.81,0.82,0.45,0.32,19.626,18.98,53.3530893,46.78233934,74.52270755,15.53983453,17.96592669,7.723459647,9.585638671,11.7999596,2.451547585,13.57851282,16.10962717,5.423777842,7.942924682,7.342147202,9.878507376
317,10525,9367,19892,5664,3301,6271,3050,1606,28.5,16.6,31.5,15.3,8.1,58,47.5310512,50.35879445,71.27868852,84.55790785,45.4,72.7,44.3,50.9,36.7,69.6,52.7,88.5,73.9,95.8,63.2,0.1,2.5,31.1,3.19,12572,488,16,6181,635,62.42,0.44,0.71,0.33,0.221,35.88,46.17661569,42.23914918,70,17.72323631,19.15780397,9.043478261,8.880118402,9.988502443,2.173913043,20.11593488,22.43460765,6.086956522,7.104094721,6.179936763,12.69565217
318,13241,14814,28055,9564,4071,7350,4478,2592,34.1,14.5,26.2,16,9.2,68.4,55.63743552,66.43537415,74.36355516,83.48765432,49.2,84,47.2,64.6,45.3,83.2,46.3,92.2,67.1,97.8,55.6,0,0.2,44.2,0.00,15610,50,1,12393,1,62.18,0.05,0.00,0.01,29.296,8.46,77.13902462,70.15316141,96.2115797,13.04972693,17.55465375,0.750536097,2.424068219,3.27267967,0.107219442,5.288876114,6.728629402,1.358112938,2.09830411,2.290875769,1.572551823
319,20160,18836,38996,11982,6728,11034,6021,3231,30.7,17.3,28.3,15.4,8.3,65.7,55.0980975,57.88471996,79.12306926,89.04363974,50.6,81.9,46.4,64.3,39.8,79.8,61.6,94.9,79.7,98.9,78,0,0.7,16.9,4.31,30429,290,16,6582,1679,82.91,0.23,0.05,0.08,0.146,16.60,78.80941286,73.83250922,93.13304721,8.044035415,9.802998195,2.981703185,2.661929171,3.500510164,0.248475265,8.544967381,11.15297072,1.039078383,1.939655172,1.711011695,2.597695957
320,21922,20314,42236,12704,6897,12110,6525,4000,30.1,16.3,28.7,15.4,9.5,64.7,48.65883718,60.30553262,75.49425287,88.1,49.7,79.1,43,55.1,43.5,79,57.2,92,80.3,97.4,70.8,0.1,0.7,28.4,0.03,29884,308,32,11998,14,82.53,0.23,0.20,0.11,3.892,13.04,67.47721975,62.05603509,83.63559679,11.05107014,13.6974671,3.163222269,3.692519602,4.811093816,0.358498524,6.75990676,8.369888213,1.961197807,11.01928375,11.06551578,10.88148461
321,22659,25537,48196,17799,6622,13773,6991,3011,36.9,13.7,28.6,14.5,6.2,70.5,58.743582,68.7431932,77.64268345,88.0106277,47,89.7,34.8,80,42.9,89.7,53.8,94.9,77.2,98,99.8,0,0.1,0.1,0.01,48122,42,1,26,5,99.51,0.09,0.02,0.00,0.012,0.37,89.3403948,84.11689962,97.38322328,7.144920558,11.03875476,1.149425287,1.478093404,2.382465057,0.0855955,1.487722677,2.08068615,0.574712644,0.54886856,0.381194409,0.807043287
322,33994,32507,66501,21369,11663,17454,9924,6091,32.1,17.5,26.2,14.9,9.2,71.4,58.33833491,67.12501432,81.04594921,93.08816286,56.6,86.8,44.7,73.5,47.7,86.3,65.7,95.6,88.4,98.7,71.2,0,0.5,28.2,0.05,47323,351,20,18777,30,71.35,0.11,0.06,0.06,20.278,8.14,81.36879506,76.56182265,93.49781235,8.451481596,10.67867636,2.831793875,3.290903446,4.474736284,0.303840544,4.160198696,5.418814123,0.984443364,2.728621201,2.86595058,2.382109869
323,50671,47331,98002,33277,16290,29986,13684,4765,34,16.6,30.6,14,4.9,63.1,51.14180479,61.73881145,73.13650979,83.46274921,52.3,74.9,40.4,62.3,48.1,76.8,65.5,81.4,79.2,88.7,59.9,0.3,27.2,11.3,1.32,58730,26696,256,11030,1290,94.57,2.49,0.11,1.54,0.056,1.23,76.08804289,72.31830548,84.94067539,9.349445757,11.27089001,4.837237603,3.354988188,4.119704625,1.559172498,7.620843176,9.006995725,4.365682994,3.586679993,3.284104159,4.297231518
324,19169,20140,39309,13533,6142,11097,5994,2543,34.4,15.6,28.2,15.2,6.5,66.7,50.35818951,65.32396143,77.12712713,88.04561541,51.8,80.5,35.8,65.3,48.2,80.2,62.8,89.6,80.9,95.6,43.7,0,20.3,35.5,0.42,17178,7999,5,13962,165,99.48,0.18,0.01,0.11,0.008,0.21,89.00559425,86.34909349,93.77593361,4.035848841,5.687877711,1.069262688,2.060737527,2.80838962,0.718161507,2.814248202,3.234980448,2.058729652,2.083571184,1.919658727,2.377912544
325,16485,16644,33129,11919,5350,9360,4902,1598,36,16.1,28.3,14.8,4.8,73.1,61.10280374,71.97649573,83.02733578,89.11138924,57.2,88.3,41.6,81.2,54.2,88,71.5,94.4,82.8,95.6,84.9,0.9,5,9.2,0.08,28121,1641,302,3039,26,98.78,0.18,0.02,0.96,0.015,0.04,91.45506419,89.89131582,94.71714726,3.908701854,5.096549541,1.430772617,2.524964337,3.186662446,1.144618094,1.084165478,1.171256727,0.902487343,1.027104137,0.654215469,1.804974686
326,28820,28415,57235,20534,9807,16729,7760,2405,35.9,17.1,29.2,13.6,4.2,65.3,55.05251351,64.37922171,74.3556701,84.49064449,51.6,79,39.7,69.8,49.6,79.6,62.9,85.8,78,90.8,69.2,1.7,15.2,12.8,1.08,39621,8682,980,7335,617,91.40,3.35,0.19,4.82,0.005,0.24,88.5282015,86.00974682,94.3868381,5.515607465,6.917865209,2.253560072,2.81391579,3.554023535,1.092216231,1.542042479,1.640318555,1.313424582,1.600232761,1.878045881,0.953961012
327,23735,23211,46946,17390,7035,13853,6353,2315,37,15,29.5,13.5,4.9,77.1,64.06538735,77.12408865,85.36124666,93.30453564,62.4,92,48.7,79.8,59.4,94.4,73.3,97.8,88.8,99.3,67.1,0,0.7,32.1,0.01,31502,347,3,15087,7,99.90,0.05,0.02,0.02,0.002,0.01,94.6809533,93.19398235,97.62381907,2.02287142,2.799074208,0.486687661,1.20123006,1.569506726,0.472373318,1.01383817,1.236800231,0.572573719,1.081107054,1.200636482,0.844546235
328,19533,19204,38737,13830,6155,11532,5400,1820,35.7,15.9,29.8,13.9,4.7,64.8,57.56295695,63.90912244,70.5,78.40659341,51.8,77.9,45.7,69.5,48.9,78.4,57.7,83.6,71.7,85.9,79.2,0,4.8,15.8,0.17,30694,1861,5,6110,67,98.67,1.07,0.02,0.19,0.000,0.06,88.18383296,85.26351697,94.50184502,6.0247288,8.161350844,1.402214022,2.554531669,3.334470408,0.867158672,1.714685641,1.952925124,1.199261993,1.522220926,1.287736654,2.029520295
329,16205,16352,32557,12130,5195,8977,4219,2036,37.3,16,27.6,13,6.3,74.2,58.20981713,74.92480784,83.52690211,91.99410609,59.4,88.2,44,73.1,56.6,91.1,70.8,95.2,86.6,98.3,75.7,0,4.8,19.3,0.09,24647,1579,5,6298,28,99.63,0.18,0.01,0.14,0.006,0.02,90.47413483,88.08922096,94.9979158,5.561551191,7.043182068,2.751146311,1.676379596,2.340402154,0.41684035,1.568458162,1.900890012,0.937890788,0.719476221,0.626304802,0.896206753
330,12887,13231,26118,9397,4438,6974,3471,1838,36,17,26.7,13.3,7,76.7,69.0851735,73.74533983,82.54105445,95.04896627,59,93.2,45.6,90,51.1,92.9,68.6,96.2,92.7,98.4,94.4,0,5.4,0.2,0.00,24644,1419,6,48,1,99.68,0.21,0.02,0.08,0.011,0.00,91.93726155,88.39249561,97.9252166,4.841034337,7.40990687,0.501595987,1.907587961,2.631934134,0.683994528,1.017380246,1.268727224,0.592795258,0.296735905,0.296936159,0.296397629
331,23904,23379,47283,17308,7354,14233,6525,1863,36.6,15.6,30.1,13.8,3.9,84.9,79.20859396,84.25490058,89.73180077,95.9742351,73.1,97.1,65.3,94.7,70.8,97.1,81.1,99,92.7,99.4,23.4,0,1.9,74.7,0.01,11072,895,0,35313,3,99.96,0.02,0.01,0.00,0.000,0.01,96.20486904,95.18656454,98.48771267,1.530686622,1.981589488,0.519848771,0.753195005,1.032956222,0.126023945,1.200252685,1.489705572,0.551354757,0.310996647,0.309184175,0.315059861
332,9600,10688,67305,23842,11655,19002,9846,2960,35.4,17.3,28.2,14.6,4.4,63.3,53.84813385,62.41448269,70.02843794,83.20945946,46.7,80.1,35.8,72.1,44.7,80.3,53.9,86.3,77.2,89.5,35.6,0.4,50.7,12.3,1.15,23931,34104,246,8250,774,96.51,2.10,0.16,0.96,0.000,0.27,82.5702152,79.66408529,89.67424708,6.434459869,7.799456904,3.097725876,6.905535134,9.001307452,1.782421635,1.823632276,1.875691441,1.696373694,2.266157525,1.659458916,3.749231715
333,12074,11845,23919,8714,3834,7090,3151,1130,36.4,16,29.6,13.2,4.7,67,59.10276474,65.98025388,72.54839733,84.86725664,52.5,81.7,45,73.8,49.4,82.3,58.9,87,79.6,90.2,16,0.7,27.7,55.1,0.51,3827,6626,173,13171,122,99.11,0.47,0.04,0.23,0.004,0.15,75.88652482,72.7658371,84.6581876,10.54443054,12.62726244,4.689984102,6.007509387,7.409502262,2.066772655,2.899457655,3.082579186,2.384737679,4.662077597,4.114819005,6.200317965
334,12868,13711,26579,8335,4227,7939,4366,1712,31.4,15.9,29.9,16.4,6.4,62.6,46.74710196,59.96976949,75.8360055,80.14018692,38.5,84.1,20.8,69.6,32.2,84.9,55.1,92.9,67.5,94,88.2,0,11.6,0,0.16,23452,3073,5,7,42,99.89,0.02,0.02,0.07,0.000,0.01,94.36993256,91.90512048,98.12583668,3.121921649,4.806726908,0.55459935,0.985072365,1.367971888,0.401606426,1.257861635,1.593875502,0.745840505,0.265211791,0.326305221,0.17211704
335,12766,12111,24877,8974,4024,7075,3201,1603,36.1,16.2,28.4,12.9,6.4,80.9,74.70178926,78.10600707,87.53514527,96.00748596,69,93.9,60.8,88.9,62.7,94.4,78.6,97.3,94.6,97.8,80.1,0,5.4,14.5,0.02,19924,1342,0,3607,4,99.94,0.03,0.00,0.01,0.004,0.01,94.76458501,93.22233875,98.06451613,1.92977754,2.621919245,0.448807854,1.232913428,1.743576298,0.140252454,1.081032788,1.28474043,0.64516129,0.991691236,1.127425275,0.701262272
336,29839,28019,55759,20003,8754,16178,8531,2293,35.9,15.7,29,15.3,4.1,78.8,66.83801691,78.87254296,86.93001993,94.37418229,68,90.4,57.2,77.3,65.4,93,77.7,97.1,91.5,97.4,38.2,0,3.9,57.9,0.06,21276,2186,1,32265,31,99.66,0.10,0.04,0.03,0.004,0.17,93.87466167,92.47016148,97.34219269,2.510930668,3.241282471,0.707785642,2.265250885,2.954598643,0.563339593,0.911930044,1.035572198,0.606673407,0.437226733,0.298385209,0.780008667
337,25817,25175,50992,18229,8714,14364,7618,2067,35.7,17.1,28.2,14.9,4.1,69,57.52811568,68.62294625,76.72617485,91.82389937,51.9,86.3,40.1,75.7,50.2,87.4,59.8,93.6,87.1,96.1,32.3,0.5,38.6,28.5,0.15,16457,19685,255,14521,74,99.19,0.11,0.05,0.58,0.008,0.06,91.32422221,89.98017184,94.54747187,3.754839312,4.824851289,1.188777936,2.44414385,3.060145406,0.966872722,1.334017445,1.361533377,1.268029799,1.142777182,0.773298083,2.028847678
338,25521,22989,48510,16972,7294,14736,7080,2428,35,15,30.4,14.6,5,79.6,69.34466685,78.98344191,86.56779661,93.78088962,71.6,88.7,62.8,76.7,68.1,90.5,79.7,94.8,91.5,97.3,49.8,0,20.8,29.3,0.08,24176,10080,9,14205,40,99.54,0.19,0.04,0.18,0.012,0.04,88.73772791,87.20698735,92.83382024,6.54511454,7.802967054,3.179240419,2.169237962,2.780810481,0.532737584,1.243571763,1.297283411,1.099845334,1.304347826,0.911951705,2.354356419
339,9756,11018,37288,13692,5390,11245,5165,1796,36.7,14.5,30.2,13.9,4.8,81.6,76.47495362,79.39528679,87.49273959,94.04231626,70.6,94.2,63.7,90.7,65.9,94,79.6,97.2,91,98.4,66.5,0,4.1,29.2,0.05,24814,1543,13,10901,17,99.73,0.14,0.03,0.08,0.005,0.02,93.93958076,92.82711066,96.99630314,2.799013564,3.531786075,0.785582255,1.473489519,1.866801211,0.392791128,1.189889026,1.3370333,0.785582255,0.598027127,0.437268752,1.03974122
340,14607,12629,27236,9887,3918,8566,3656,1209,36.3,14.4,31.5,13.4,4.4,81.6,69.75497703,82.66402055,87.11706783,95.53349876,73.9,91,63.5,77.2,72.6,93.9,79.4,97.4,94.4,97.8,63,0,19.1,17.9,0.09,17146,5193,1,4872,24,99.69,0.16,0.02,0.12,0.000,0.01,93.96530859,92.74796385,97.14452214,3.202904397,4.00535535,1.107226107,1.371520775,1.796273569,0.262237762,1.000403388,1.138011826,0.641025641,0.459862848,0.312395403,0.844988345
341,10381,9766,20147,7492,3016,6061,2756,822,37.2,15,30.1,13.7,4.1,79.7,63.46153846,81.19122257,89.44121916,95.98540146,70.8,89.5,54.5,72.7,69.7,93.2,82.4,97.7,94.2,98.3,43.9,0,12.4,43.6,0.07,8853,2497,0,8783,14,99.90,0.06,0.01,0.02,0.000,0.01,91.71136031,90.23347583,95.9472196,2.840078011,3.617231174,0.612629595,2.669429547,3.469253535,0.377002828,0.950755729,1.019401513,0.754005655,1.828376402,1.660637948,2.309142319
342,14259,12755,27014,9536,4249,7935,3980,1314,35.3,15.7,29.4,14.7,4.9,79.3,71.66392092,76.89981096,87.08542714,94.67275495,69.1,90.9,60.9,83.7,63.9,91,79.2,96.7,92.7,97.5,81.4,0,9,9.6,0.01,21991,2434,0,2585,4,99.86,0.11,0.00,0.03,0.004,0.00,92.14285714,90.63294063,96.00827912,4.435215947,5.416955417,1.921939681,1.511627907,2.021252021,0.206978119,1.121262458,1.224301224,0.857480781,0.789036545,0.704550705,1.005322295
343,28448,27471,55919,20381,8943,16481,7640,2474,36.4,16,29.5,13.7,4.4,73.1,63.53572627,73.36326679,78.71727749,88.27809216,61.2,85.2,51.1,76.3,60,86.5,67.9,90.3,83.5,93.8,58.6,0.1,10.7,28.8,1.79,32750,6006,50,16113,1000,97.07,2.61,0.04,0.22,0.021,0.04,86.39702742,84.2413273,91.6215821,6.30819168,7.438914027,3.567773066,3.425301102,4.259426848,1.403713993,1.669941061,1.803921569,1.34522591,2.199538738,2.256410256,2.061704928
344,32568,31085,63653,23604,10376,18112,8540,3021,37.1,16.3,28.5,13.4,4.7,69.1,59.91711642,67.66784452,77.18969555,86.49453823,58,80.8,50.1,70.1,54.5,81.6,66.4,88.5,81.7,92,61.2,1.4,20.9,7.4,9.05,38964,13311,917,4699,5762,71.10,24.79,0.52,2.65,0.003,0.94,94.05512252,92.91119285,96.85211358,2.91649573,3.815028902,0.719516896,1.420952523,1.697320021,0.745213928,1.003244695,1.05622701,0.873699088,0.604184537,0.520231214,0.809456508
345,23843,22934,46777,17517,7326,13707,6152,2075,37.4,15.7,29.3,13.2,4.4,78.5,71.43052143,77.67564018,84.02145644,92.6746988,65.9,91.8,59.1,84.6,62.7,92.6,72.5,96.3,88.3,98.7,60.5,0,14.4,24.9,0.24,28285,6727,1,11652,112,99.81,0.09,0.00,0.03,0.009,0.06,94.66367941,93.59740727,97.2367049,2.388105301,3.075261073,0.729927007,1.293344875,1.65646381,0.417101147,1.084576608,1.245948866,0.695168578,0.570293803,0.424918977,0.921098366
346,21870,20221,42091,15101,7012,12419,5636,1923,35.9,16.7,29.5,13.4,4.6,80,75.07130633,78.65367582,84.66997871,93.55174207,70.4,90.9,64,87.2,67,91.2,76.9,93.8,92.8,94.6,67.6,0.3,16.3,15.2,0.48,28474,6861,144,6412,200,97.96,1.19,0.14,0.57,0.002,0.14,90.59903804,88.59882792,95.69517161,6.679055531,8.379633153,2.346325383,1.546786183,1.963619758,0.484777972,0.601224311,0.662150849,0.445995734,0.573895934,0.395768323,1.0277293
347,13775,13446,27221,8744,4340,7385,4332,2420,32.1,15.9,27.1,15.9,8.9,64.3,47.78801843,56.93974272,77.51615882,92.68595041,43.4,85,26.1,68.7,29.9,83.6,57.4,96.7,87.1,99.2,71.4,0,1.4,27.2,0.00,19443,375,0,7403,0,98.48,0.02,0.00,0.01,1.370,0.11,89.25496689,85.81818182,96.65796345,2.458609272,3.333333333,0.574412533,1.349337748,1.866666667,0.234986945,5.604304636,7.709090909,1.070496084,1.332781457,1.272727273,1.462140992
348,15631,17295,32926,8795,5238,9060,5794,4039,26.7,15.9,27.5,17.6,12.3,65.4,51.79457808,57.63796909,74.14566793,87.99207725,47.8,80.2,40.5,62.5,38.1,74.4,54,91,73.9,97.6,42.9,0,15.2,41.9,0.01,14122,5004,1,13796,3,61.54,0.16,0.01,0.02,37.976,0.29,85.22402288,80.66,93.18221447,4.232602479,5.99,1.168265039,4.054655227,6.03,0.610287707,3.647918653,5.05,1.203138622,2.840800763,2.27,3.836094159
349,15845,15158,31003,10049,5811,7929,4874,2340,32.4,18.7,25.6,15.7,7.5,69.1,48.80399243,67.19636776,84.09930242,94.27350427,51.2,87.3,28.9,72.7,45.4,87.6,71.4,96.8,89.1,99.4,59.7,0,0.5,39.7,0.01,18523,162,1,12314,3,99.67,0.13,0.02,0.01,0.048,0.13,87.8032345,84.55293472,94.78896487,2.994908655,3.8946791,1.061070502,1.422581611,1.974766868,0.235793445,4.357592093,5.82556226,1.202546569,3.421683139,3.752057049,2.711624617
350,16414,16493,32907,11825,5761,7906,4790,2625,35.9,17.5,24,14.6,8,72.3,55.96250651,69.99747028,83.50730689,94.62857143,54.8,89.2,35.6,78.1,47.4,89,69.8,96.8,90.4,99.2,61.1,0,0.1,38.8,0.00,20102,40,0,12765,0,99.86,0.04,0.00,0.00,0.000,0.09,91.70800326,89.93274029,95.52343204,2.428370475,3.308743762,0.536255537,1.710224328,2.332393144,0.37304733,2.161842008,2.885658494,0.606201912,1.991559932,1.540464309,2.961063185
351,10964,10309,21273,6639,3275,6609,2955,1795,31.2,15.4,31.1,13.9,8.4,63.8,54.16793893,54.47117567,77.96954315,92.53481894,36.9,92.2,23.9,85.5,24.1,91,56.1,97.4,85.2,99.1,80.3,0,2,17.4,0.17,17090,436,9,3702,36,99.53,0.18,0.10,0.15,0.019,0.01,83.45177665,76.15122229,96.9728876,1.559760037,2.018192155,0.710713346,1.504383941,2.003979534,0.579099763,7.844946931,11.65434906,0.789681495,5.639132441,8.172256964,0.947617794
352,13507,13989,27496,7394,4272,8276,4418,3136,26.9,15.5,30.1,16.1,11.4,47.9,26.3576779,38.27936201,60.90991399,84.11989796,21.2,72.7,6.1,45.9,9.6,67.6,28.4,88.2,68.1,97.1,96.1,0,2.9,0.8,0.12,26429,810,3,221,33,98.91,0.48,0.02,0.05,0.396,0.14,71.05182459,65.90621039,81.28293242,6.37841153,7.627606867,3.894616266,3.603189206,4.712524484,1.397479954,10.64857406,13.73430119,4.513172967,8.318000613,8.019357069,8.911798396
353,23727,21651,17859,5406,2719,4725,3068,1941,30.3,15.2,26.5,17.2,10.9,53.1,29.42258183,43.3015873,67.5684485,86.96548171,24,77.2,5.7,50.2,9.1,72.2,33.4,94.1,73,98.6,99.2,0,0.3,0.5,0.01,17717,50,0,90,2,99.75,0.17,0.01,0.01,0.062,0.01,84.62113526,80.79669894,92.48979592,6.215624499,8.347881289,1.828571429,2.846157954,3.99936518,0.473469388,2.69130133,3.554991271,0.914285714,3.625780958,3.301063323,4.293877551
354,12980,12660,42159,13941,7171,11634,5854,3559,33.1,17,27.6,13.9,8.4,78.6,68.37261191,74.65188241,88.34984626,96.37538634,62.8,94.2,49.2,89.3,54.2,94,77.8,97.1,94,99.2,57.8,0,0.3,41.3,0.59,24376,114,3,17416,250,99.00,0.08,0.04,0.04,0.111,0.73,80.19332482,74.79013991,91.90985264,5.950209739,7.448367755,2.701531349,3.629399964,5.243171219,0.130020225,5.544409995,7.834776815,0.577867668,4.682655481,4.683544304,4.680728113
355,21176,20983,45378,12821,7401,13084,7982,4090,28.3,16.3,28.8,17.6,9,84.2,76.773409,80.35768878,90.9045352,96.99266504,74.1,95,66.7,88.2,66.2,94.7,83.5,99.1,94.2,99.8,14.9,0,12.8,72.3,0.02,6739,5817,1,32810,11,15.45,0.06,0.14,0.05,80.213,4.08,90.12810852,87.1399177,94.80980013,1.796031148,2.407407407,0.838168923,0.916855062,1.296296296,0.322372663,4.169806581,5.905349794,1.450676983,2.989198694,3.251028807,2.578981302
356,13325,12486,25811,8003,4966,7308,3761,1773,31,19.2,28.3,14.6,6.9,92.5,88.11921063,91.69403394,96.67641585,99.04117315,86.4,98.6,80.1,97.5,85.1,98.3,93.4,99.7,97.8,100,16.5,0,0.1,83.4,0.01,4267,25,0,21517,2,16.60,0.08,0.00,0.00,82.705,0.62,98.23506443,97.40162399,99.625,0.398281921,0.562148657,0.125,0.296759078,0.462211118,0.020833333,1.046466224,1.561524047,0.1875,0.023428348,0.012492192,0.041666667
357,23490,26711,50201,10607,7062,16180,9631,6721,21.1,14.1,32.2,19.2,13.4,26.5,6.074766355,13.68355995,34.85619354,67.02871596,14.8,36.5,4.4,7.8,7.2,19.6,16.2,49.5,47.8,80,4.7,0.2,93.9,0.7,0.56,2342,47132,105,342,280,96.57,1.10,0.15,0.88,0.102,1.21,62.29047219,57.41725054,69.74231089,10.41887302,12.58154144,7.111850005,8.658656831,11.61512443,4.137803639,8.768213855,10.12925827,6.686986238,9.8637841,8.25682532,12.32104923
358,19974,19144,39118,13552,5427,12195,6024,1920,34.6,13.9,31.2,15.4,4.9,79.8,78.75437627,75.24395244,85.44156707,94.58333333,65.7,94.4,66.1,92.5,57.5,93.4,74.7,96.6,89.7,98.8,41.4,0,0.7,58,0.02,16176,262,1,22672,7,99.67,0.07,0.01,0.09,0.000,0.16,88.25731398,85.94993369,93.50943396,5.165860401,6.274867374,2.641509434,2.194194886,2.967506631,0.433962264,2.597327805,3.390251989,0.79245283,1.785302926,1.417440318,2.622641509
359,7575,7660,15235,5279,2141,4455,2243,1117,34.7,14.1,29.2,14.7,7.3,67.5,64.03549743,60.53872054,73.11636202,90.3312444,45.3,88.8,42.4,81.9,34.9,86.3,50,96,82.4,98.4,61.9,0,0.5,37.6,0.01,9426,83,0,5724,2,99.89,0.07,0.01,0.02,0.000,0.00,91.47209567,88.5858808,96.77028664,2.505694761,3.012975588,1.574485264,2.22095672,3.254893336,0.322971336,3.231776765,4.596437211,0.726685507,0.569476082,0.549813064,0.605571256
