id,total_men,total_women,total_pop,age_0_10,age_11_19,age_20_39,age_40_59,age_60_and_over,age1,age2,age3,age4,age5,illiteracy,illiteracy11_19,illiteracy20_39,illiteracy40_59,illiteracy_60,illiteracy_m,illiteracy_f,illiteracy_m_11_19,illiteracy_f_11_19,illiteracy_m_21_39,illiteracy_f_21_39,illiteracy_m_40_59,illiteracy_f_40_59,illiteracy_m_60,illiteracy_f_60,orthodox,protestant,rcatholic,muslim,otherrel,orthd,cthlc,evngl,muslm,othr_r,s_lang_srb_cro_svn,s_lang_othr_slavic,s_lang_hungarian,s_lang_german,s_lang_albanian,s_lang_other,t_employed_agriculture_perc,t_employed_agriculture_men_perc,t_employed_agriculture_women_perc,t_employed_industry_perc,t_employed_industry_men_perc,t_employed_industry_women_perc,t_employed_commerce_perc,t_employed_commerce_men_perc,t_employed_commerce_women_perc,t_employed_public_service_perc,t_employed_public_service_men_perc,t_employed_public_service_women_perc,t_employed_other_perc,t_employed_other_men_perc,t_employed_other_women_perc
202,25730,26528,52258,11781,7170,16770,10681,5856,22.5,13.7,32.1,20.4,11.2,17.1,7.294281729,10.18485391,22.54470555,39.27595628,14.5,19.7,7,7.5,9.6,10.8,18.6,25.8,30.8,47.7,1.3,0.1,98.3,0,0.26,686,51393,33,10,136,97.32,0.25,1.33,0.10,0.000,1.00,87.35669833,84.64472537,92.8109589,7.122320486,9.938971229,1.457534247,1.88157368,2.201394943,1.238356164,1.539469374,1.74912816,1.117808219,2.09993813,1.465780296,3.375342466
203,19865,20930,40795,12248,6067,12322,7099,3059,30,14.9,30.2,17.4,7.5,35.5,14.04318444,26.4648596,56.30370475,66.42693691,24.4,45.7,8.7,19,15.1,36.8,39.5,69.7,56.1,79,0.1,0.1,99.5,0,0.23,34,40611,57,0,93,99.13,0.21,0.25,0.22,0.000,0.18,92.79451779,90.91054697,95.99130317,4.862440794,6.494754545,2.092675635,0.871712184,1.089132698,0.502785705,1.04807014,1.153199327,0.869683381,0.423259095,0.352366461,0.543552113
204,8083,8471,16554,5632,2563,4431,2434,1494,34,15.5,26.8,14.7,9,63.1,47.75653531,59.5802302,73.58258012,82.93172691,39.7,84.8,22.3,71.2,31.5,84.2,49.3,93.4,72.4,96.9,90.9,0,9.1,0,0.03,15047,1500,1,1,5,99.96,0.02,0.01,0.01,0.000,0.01,96.56440162,95.60734172,98.09147746,1.140973631,1.464219427,0.62520566,0.367647059,0.474324603,0.197433366,1.242393509,1.629201897,0.62520566,0.684584178,0.824912353,0.460677855
205,13252,13709,26961,6785,3825,8616,5313,2422,25.2,14.2,32,19.7,9,18.7,9.019607843,14.21773445,21.83323922,42.73327828,16,21.2,8.8,9.3,11.3,17.1,17.8,25.4,40,45.4,16.4,1.3,81.4,0,0.94,4412,21937,358,1,253,92.34,0.58,3.15,1.85,0.000,2.08,84.53454573,81.00077322,91.86526123,8.735186703,11.8855628,2.199816682,2.250875755,2.871976141,0.962419798,2.29559514,2.518502154,1.833180568,2.183796676,1.723185684,3.139321723
206,10003,10357,20360,3388,2624,6626,4928,2794,16.6,12.9,32.5,24.2,13.7,30.7,10.89939024,17.73317235,43.12094156,57.98138869,22,39,8.8,13.1,12.4,23,29.4,54.7,45.4,70.5,0.4,0.1,99.2,0.1,0.26,75,20204,15,13,53,99.25,0.22,0.20,0.13,0.000,0.21,89.90598291,87.20112518,95.35962877,5.162393162,7.185781869,1.082753287,2.376068376,3.23488045,0.644496004,1.452991453,1.623833269,1.108533127,1.102564103,0.754379235,1.804588812
207,14968,16003,30971,7370,4332,9802,6297,3170,23.8,14,31.6,20.3,10.2,23,10.43397969,15.53764538,31.52294744,46.62460568,17.8,27.9,9.5,11.4,11.8,19.1,24,37.3,36.4,56.6,19.8,5.5,74.4,0,0.30,6137,23038,1691,13,92,79.15,6.71,6.42,6.32,0.000,1.40,89.69065924,86.51898135,95.31564809,6.374477874,9.334469374,1.124916051,1.416550639,1.808198428,0.721961048,1.271263394,1.457919152,0.940228341,1.247048853,0.880431696,1.897246474
208,21675,24067,45742,13095,7159,14103,8027,3358,28.6,15.7,30.8,17.5,7.3,55.9,36.9884062,50.811884,71.54603214,80.61346039,32.2,76.4,14.8,58.9,23.5,73.8,48.3,89,70,91.2,66.9,0,32.8,0.1,0.22,30606,15003,10,23,100,99.31,0.07,0.02,0.04,0.000,0.56,92.28093702,89.45360305,96.21941436,3.515903281,5.413577136,0.87244284,1.11888698,1.73493629,0.260730044,1.307463437,1.626952703,0.862414761,1.776809286,1.770930819,1.784997994
209,15610,18450,34060,11158,5339,8749,5232,3582,32.8,15.7,25.7,15.4,10.5,47,19.98501592,40.77037376,63.58944954,78.25237298,26.8,62.3,8.4,30.1,15.2,57.6,33.8,82.9,65.6,91.7,48.8,0,51.2,0,0.03,16611,17428,0,10,11,99.73,0.09,0.03,0.04,0.000,0.11,84.96303439,81.11201017,89.78852839,3.99871424,5.317304358,2.346465817,3.053680489,4.346318345,1.433951333,4.018000643,5.132354641,2.621668598,3.966570235,4.092012484,3.809385863
210,13319,14540,27859,9670,4481,7220,3930,2558,34.7,16.1,25.9,14.1,9.2,63.8,47.71256416,60.51246537,73.71501272,86.04378421,40.5,83.8,23.9,68.9,31.1,83.6,48.5,93.8,77.3,96.3,71.1,0,28.8,0,0.05,19818,8020,5,2,14,99.80,0.08,0.04,0.02,0.000,0.06,93.03883263,90.13488495,97.44928701,1.578821466,2.353874636,0.401687086,3.125747548,4.959005554,0.341434023,1.586795311,1.904258133,1.104639486,0.669803046,0.647976726,0.7029524
211,11930,12249,24179,5833,3419,8166,4588,2173,24.1,14.1,33.8,19,9,30.8,16.0573267,24.13666422,40.12641674,59.13483663,22.5,38.8,11.6,20.1,15.8,32.7,28.9,49.7,50.8,68.1,46.4,0.5,52.8,0,0.29,11211,12776,118,3,71,74.18,14.58,9.13,1.27,0.000,0.84,89.54065301,86.75853805,95.13370272,6.586107554,9.155182744,1.421344254,1.352432778,1.7855003,0.481811612,1.400448143,1.569802277,1.059985546,1.120358515,0.730976633,1.903155866
212,22737,22883,45620,13334,7039,14156,8055,3036,29.2,15.4,31,17.7,6.7,34.4,16.72112516,28.58858435,48.31781502,65.085639,25,43.6,9.7,23.3,18.5,38.7,37,58.6,55.8,77.1,1.3,0,98.4,0.2,0.14,574,44895,15,73,63,99.49,0.10,0.07,0.12,0.037,0.17,87.00660832,82.75932759,95.01417161,4.134666905,5.541888752,1.481576913,0.973388105,1.06601066,0.798763205,2.018217539,2.070520705,1.919608348,5.867119128,8.562252289,0.785879928
213,17728,20281,38009,11421,5386,11074,6337,3791,30,14.2,29.1,16.7,10,27.9,8.336427776,15.81181145,44.13760454,63.72988657,19.5,34.6,5.9,10.7,10.3,20.2,28.6,53.9,51.8,75.1,0.2,0,86.5,0,13.23,85,32882,5,7,5030,99.47,0.07,0.04,0.06,0.000,0.35,91.21310446,88.24331697,95.2404439,3.809922546,5.77377705,1.146732429,1.611890308,2.236770322,0.764488286,1.847393762,2.000363702,1.639950678,1.517688926,1.745771959,1.20838471
214,20120,23323,43443,13160,6732,12870,7022,3659,30.3,15.5,29.6,16.2,8.4,35,13.7254902,23.09246309,57.40529764,73.43536485,25.6,42.7,11.5,15.9,17.5,27.7,37.7,69.4,60.8,85.3,1.3,0.1,98.4,0,0.18,565,42759,28,14,77,98.46,0.20,0.04,0.26,0.000,1.04,88.67624329,86.36400161,91.68847482,7.673424857,9.706709522,5.024599602,1.363760342,1.751707513,0.858369099,0.945540504,1.036560868,0.826965351,1.341031003,1.14102049,1.601591123
215,10879,10331,21210,4143,3529,8403,3696,1439,19.5,16.6,39.6,17.4,6.8,15.2,4.27883253,11.23408307,24.97294372,40.514246,10.6,20.1,3.8,4.8,9.3,13.6,14.2,33.7,30.6,48.6,12.1,0.4,84.1,0.6,2.76,2565,17845,89,126,585,95.79,1.29,0.57,1.38,0.075,0.89,25.62113155,23.07886754,31.27282945,38.02632726,39.98988878,33.66114077,10.74012728,12.18402427,7.530205114,15.57841513,18.36450961,9.384658612,10.03399878,6.382709808,18.15116606
216,5161,5374,10535,2119,1567,3652,2009,1188,20.1,14.9,34.7,19.1,11.3,15.3,1.212507977,2.902519168,22.54853161,59.76430976,9.2,21,1.9,0.6,2.4,3.4,10.4,31.9,39.4,78.5,1.7,0,98.1,0.1,0.08,182,10336,0,9,8,99.49,0.10,0.03,0.05,0.000,0.33,60.41631973,52.21897422,74.17484389,27.46044963,33.24475153,17.75200714,4.279766861,5.500930109,2.23015165,5.945045795,7.945787935,2.586975914,1.898417985,1.089556205,3.256021409
217,14173,14395,28568,8384,4320,7940,5008,2916,29.3,15.1,27.8,17.5,10.2,20.8,6.50462963,14.0302267,28.95367412,46.63923182,14.5,26.9,4.8,8.2,9.3,18.5,17.5,38.8,36,58.9,0,0,99.9,0,0.05,14,28538,1,0,15,99.89,0.03,0.02,0.06,0.000,0.00,94.52652315,93.33779712,96.5543499,2.722667792,3.55987055,1.294498382,1.203039257,1.562325633,0.590138968,1.259321795,1.261019975,1.2564249,0.288448009,0.27898672,0.304587855
218,22091,22524,44615,9892,6208,13554,9560,5401,22.2,13.9,30.4,21.4,12.1,19.6,10.82474227,14.659879,22.83472803,36.34512127,17.1,22,10.7,11,12.8,16.4,19.1,26.1,31.4,41.4,11.1,0.9,87.2,0,0.72,4967,38911,411,4,322,97.04,0.17,1.54,0.05,0.002,1.20,88.49641807,85.51893629,94.20289855,6.985796513,9.641439284,1.896135266,1.507308791,1.877875102,0.797101449,1.304401839,1.455668284,1.014492754,1.706074786,1.506081039,2.089371981
219,4741,4731,9472,1774,1535,3139,1956,1068,18.7,16.2,33.1,20.7,11.3,12.1,5.407166124,9.652755655,12.67893661,27.80898876,10.1,14,5.9,4.9,7.9,11.3,10.5,14.7,23,32.1,2.9,0.3,91.9,0.1,4.87,274,8705,26,6,461,96.91,1.30,0.76,0.91,0.000,0.13,51.81602842,47.12643678,61.32695756,22.50296092,27.67462423,12.01434549,10.12633241,12.29000884,5.73819486,7.500986972,7.633362806,7.232516438,8.053691275,5.275567345,13.68798565
220,6708,7774,14482,4726,2308,3534,2272,1642,32.6,15.9,24.4,15.7,11.3,60,35.35528596,55.40464063,74.55985915,84.34835566,39,76.5,17.5,51.1,26.1,75.3,50.7,89.9,74,96.7,83.2,0,16.7,0,0.04,12046,2424,4,2,6,99.92,0.03,0.00,0.05,0.000,0.00,94.16940054,93.0104712,95.7033957,1.714882195,2.670157068,0.45045045,0.999105279,1.282722513,0.623700624,1.908738443,2.408376963,1.247401247,1.207873546,0.628272251,1.975051975
221,13898,15201,29099,7755,4580,9257,5258,2249,26.7,15.7,31.8,18.1,7.7,46.4,26.31004367,42.00064816,61.22099658,70.78701645,26.4,64,12.7,39.6,20,61.7,39.4,78.1,54.2,85.4,65.8,0,33.9,0.1,0.23,19157,9853,4,19,66,99.52,0.22,0.02,0.18,0.000,0.06,91.27367734,88.6757694,95.21538967,3.925538863,5.710879931,1.216705031,2.077073808,2.860858257,0.887865834,1.606792946,1.777199827,1.34824071,1.116917048,0.975292588,1.33179875
222,16832,17621,34453,10337,5123,10095,5957,2941,30,14.9,29.3,17.3,8.5,37.1,20.20300605,32.35264983,48.73258352,59.57157429,23.6,49.6,12.1,27.6,18.8,44.7,28.8,65.3,46.9,75.2,0.1,0,99.6,0,0.21,50,34311,17,3,72,99.65,0.14,0.05,0.15,0.000,0.01,87.26283988,83.54789852,93.81891079,8.114803625,10.98068913,3.057133311,2.435045317,3.275274517,0.952221851,1.425981873,1.694433927,0.952221851,0.761329305,0.5017039,1.219512195
223,26587,27903,54490,11642,7521,17909,11788,5630,21.4,13.8,32.9,21.6,10.3,26.8,13.18973541,19.13563013,34.52663726,53.17939609,18.8,34.3,9.5,16.9,12.5,25.6,23.7,43.6,42,63.9,5.2,0,94.6,0,0.14,2819,51573,17,2,79,97.65,1.43,0.22,0.18,0.000,0.53,93.47970064,91.5801436,96.8724052,3.732035234,5.485820549,0.599686318,1.096099079,1.487680149,0.396715564,0.814623485,0.836820084,0.774979242,0.877541559,0.609535617,1.356213673
224,3511,3524,7035,1282,1082,2315,1557,799,18.2,15.4,32.9,22.1,11.4,17.3,8.133086876,13.04535637,22.60757868,31.53942428,11.9,22.5,5.9,11.2,8.1,17.7,17.2,27,23.2,39.7,1.9,0.1,95,0.1,2.90,133,6683,9,6,204,96.57,1.88,0.34,0.47,0.057,0.68,51.88405797,48.93699266,58.19536424,21.50197628,26.59451102,10.59602649,7.90513834,8.774642443,6.043046358,7.826086957,7.730962505,8.029801325,10.88274045,7.96289138,17.13576159
225,9000,11043,20043,4557,2748,5315,4190,3233,22.7,13.7,26.5,20.9,16.1,23.1,1.564774381,5.023518344,34.60620525,56.44911847,19.4,26,1.2,1.9,4,5.7,26.4,39.9,47.7,64.7,0.3,0,99.6,0,0.04,69,19960,2,4,8,96.02,0.10,0.01,0.08,0.000,3.77,78.79740981,71.91291341,87.44001669,7.964847364,12.78045538,1.919465888,5.097132285,7.77796244,1.731692051,3.94079556,5.28502576,2.253286042,4.199814986,2.243643011,6.655539328
226,13918,14123,28041,7123,3815,8685,5383,3035,25.4,13.6,31,19.2,10.8,26.3,10.0655308,18.62982153,34.81330113,53.57495881,18.5,33.9,7.4,12.7,12.4,24.9,22.9,44.8,41.7,66.3,6.5,1.1,91.5,0,0.85,1810,25661,322,9,239,87.38,6.98,3.51,1.24,0.000,0.89,88.13559322,85.18674826,93.81862546,6.967213115,9.347963705,2.37901586,1.639344262,2.173454315,0.610004067,1.604612392,1.561510867,1.687677918,1.65323701,1.730322853,1.504676698
227,14438,15095,29533,7553,4311,9011,5655,3003,25.6,14.6,30.5,19.1,10.2,17.2,7.701229413,11.7190101,22.47568523,37.4958375,14.2,20.1,6.7,8.7,10.1,13.3,17.9,26.3,30.6,44.4,5.5,0,94.1,0,0.38,1627,27779,14,2,111,99.19,0.10,0.13,0.11,0.000,0.47,91.95618356,89.07631338,97.0288169,5.334456832,7.875215933,0.859137283,0.959294789,1.24987298,0.447467335,1.160228157,1.402296515,0.733846429,0.589836661,0.396301189,0.930732057
228,25296,25496,50792,15003,7628,15977,8618,3566,29.5,15,31.5,17,7,28.2,14.10592554,22.48857733,38.1294964,59.75883343,23,33.3,12.1,16.2,17,27.9,30.4,45.4,55.8,63.7,21.2,3.5,73.1,0,2.24,10764,37114,1757,19,1138,78.31,7.23,6.42,7.02,0.000,1.02,79.21766457,74.45219733,89.14096355,14.43102878,19.15167095,4.601070609,2.700132319,3.378626515,1.287280143,1.864869335,1.903537765,1.784348713,1.786304995,1.113967438,3.186336987
229,25562,26526,52088,13503,7510,16489,9908,4678,25.9,14.4,31.7,19,9,22.1,11.06524634,17.06592274,28.06822769,44.91235571,17.7,26.2,9.3,12.8,13.3,21,22.3,33,39.9,49.2,24.4,0.1,74.9,0.2,0.43,12700,39012,72,81,223,96.09,2.71,0.27,0.44,0.013,0.47,86.43184035,82.24072147,94.17735043,6.748443244,9.238062204,2.147435897,1.613024233,2.150537634,0.61965812,1.387951084,1.543531044,1.10042735,3.818741091,4.827147647,1.955128205
230,2061,2157,4218,681,795,1424,879,439,16.1,18.8,33.8,20.8,10.4,10.5,4.150943396,8.075842697,12.62798635,25.74031891,6,14.8,1.7,7.4,4.8,11,7.6,16.8,16.5,33.9,24.2,0.8,68.9,0.3,5.88,1020,2905,32,13,248,89.12,5.48,1.78,2.30,0.095,1.23,11.37078652,9.696186167,15.19174041,33.57303371,40.40077569,17.99410029,17.70786517,17.71170006,17.69911504,14.78651685,14.67356173,15.04424779,22.56179775,17.51777634,34.07079646
231,3667,5043,8710,2348,1175,2206,1550,1431,27,13.5,25.3,17.8,16.4,38.4,17.44680851,24.61468722,45.22580645,69.67155835,31.1,43.1,18.6,16.3,22.9,25.6,33.3,50.8,52.8,81.5,0.6,0,99.4,0,0.02,52,8655,1,0,2,99.90,0.03,0.02,0.05,0.000,0.00,75.53846154,59.27903872,91.40251845,16.37362637,30.21806854,2.865827182,2.835164835,3.960836671,1.736864959,3.076923077,4.361370717,1.823708207,2.175824176,2.180685358,2.171081198
232,17486,18643,36129,10077,5173,11264,6558,3057,27.9,14.3,31.2,18.2,8.5,34.5,16.66344481,28.61328125,46.91979262,59.96074583,22.7,45.3,11,22,17.3,38.7,29.6,61.1,45.7,76.2,0.3,0,99.5,0,0.16,117,35945,6,2,59,99.61,0.09,0.05,0.17,0.000,0.09,93.00925166,91.25382263,95.95426561,3.711611102,5.364788117,0.938141308,1.144139705,1.406727829,0.703605981,1.166037116,1.27566623,0.982116681,0.96896042,0.698995194,1.421870419
233,14222,14942,29164,7081,4178,9201,5487,3217,24.3,14.3,31.5,18.8,11,22.4,9.693633317,14.73752853,29.81592856,47.87068698,14.9,29.2,7.9,11.5,10.1,19.3,18.4,38.9,33,60.9,27,0.7,69.9,0.1,2.38,7870,20373,199,28,694,87.93,9.38,1.85,0.40,0.021,0.41,86.73428264,82.55957272,94.6234472,5.904083826,8.268282662,1.436335404,4.540569586,6.3989318,1.028726708,1.645620634,1.797452753,1.358695652,1.17544331,0.975760066,1.552795031
234,22872,24331,47203,15103,7002,13809,7061,4228,32,14.8,29.3,15,9,44.3,24.42159383,35.36099645,60.43053392,79.23368023,29.5,57.7,15,33.9,20.4,49,37.2,77.1,69,90.5,47.7,0,52.1,0,0.15,22516,24592,16,6,73,99.33,0.16,0.05,0.09,0.000,0.37,87.36098391,83.81180786,93.11014625,4.77997296,6.729209283,1.622486289,3.558811985,5.226775764,0.856946984,2.254786515,2.412358045,1.999542962,2.045444633,1.819849051,2.410877514
235,16585,16929,33514,8578,4582,10597,6505,3252,25.6,13.7,31.6,19.4,9.7,25.8,12.13443911,18.29763141,32.02152191,56.9495695,20.8,30.6,11.3,12.9,13.7,22.9,24.6,38.8,50.5,63.2,35.6,5.4,58.4,0.1,0.55,11916,19580,1813,21,184,58.40,1.10,18.86,20.26,0.000,1.37,77.9335883,75.07072136,84.20848673,12.8998968,15.72666195,6.704127107,3.31451466,4.26980198,1.220693664,1.65725733,1.821074965,1.298198024,4.194742913,3.111739745,6.568494478
236,20022,20315,40337,6614,5944,15712,8425,3642,16.4,14.7,39,20.9,9,10.8,3.701211306,9.833248473,12.24925816,23.14662273,9,12.5,2.9,4.6,10.4,9.2,8.3,15.6,15.3,28.8,14.6,2.6,75.2,1.1,6.54,5884,30330,1049,437,2637,65.40,2.92,7.04,24.12,0.196,0.32,4.915012207,5.632882441,3.200124883,41.58183242,44.46840489,34.68623166,16.95149477,18.21211527,13.9400562,17.63323967,20.26400052,11.34873556,18.91842093,11.42259688,36.8248517
237,16161,17527,33688,10332,5269,9535,5205,3347,30.7,15.6,28.3,15.5,9.9,49.7,25.14708673,44.96067121,65.36023055,77.3827308,30.7,66.1,12.8,35.7,20.7,65.1,39.5,84.6,66.7,91,47.7,0,52,0.2,0.03,16075,17530,8,64,11,99.56,0.08,0.16,0.04,0.006,0.15,87.81895504,83.28412908,94.53066144,4.161603888,6.189555126,1.160162724,1.925880923,2.575587906,0.964291095,4.708383961,6.780006108,1.642308272,1.385176185,1.170721775,1.702576465
238,19523,20528,40051,11266,6287,12537,7068,2893,28.1,15.7,31.3,17.6,7.2,36.1,22.71353587,31.73007897,46.59026599,58.10577255,27.5,44,17,28.1,22.7,40.3,35.6,55.8,51.5,64.9,52.2,2.5,44.3,0.1,0.93,20915,17742,994,29,371,80.20,8.17,4.47,4.10,0.000,3.05,80.96999589,78.20189274,86.14386792,9.735922729,13.32018927,3.036556604,2.460953555,3.115141956,1.238207547,2.404438964,2.476340694,2.27004717,4.428688861,2.886435331,7.311320755
239,9106,10654,19760,6664,2773,5193,3034,2096,33.7,14,26.3,15.4,10.6,59.7,31.30183916,54.95859811,75.6097561,85.8778626,39.3,75.4,18.1,43.3,27.8,72.8,49.3,92.7,74.9,98.2,16.4,0,83.6,0,0.03,3234,16519,1,0,6,99.91,0.06,0.01,0.03,0.000,0.00,94.85451433,92.99941984,97.15106536,1.850663243,2.939470122,0.502753172,1.101839966,1.585766776,0.502753172,1.358579375,1.682459872,0.95762509,0.834403081,0.792883388,0.885803208
240,15888,16968,32856,8338,4597,10919,6121,2881,25.4,14,33.2,18.6,8.8,48.2,30.08483794,42.99844308,61.49322006,68.34432489,30.3,64.4,19.1,40.7,24.2,60.9,40.2,77.6,52.7,83.8,49.8,0,49.9,0.1,0.21,16346,16407,2,33,68,99.34,0.17,0.02,0.06,0.000,0.40,92.79315493,90.23942758,97.06740365,3.721143907,5.513255665,0.721633656,1.481566556,2.201632878,0.276370336,0.993453543,1.238418494,0.583448488,1.010681061,0.807265388,1.351143866
241,2882,2654,5536,981,883,1945,1160,567,17.7,16,35.1,21,10.2,14.7,5.662514156,12.3907455,18.10344828,29.45326279,11,18.6,4.1,7.6,10.1,15.2,12.7,22.5,23.5,35.3,17.4,0.1,80.6,0.4,1.50,962,4462,8,21,83,96.64,1.63,0.25,0.85,0.000,0.63,28.32713755,25.51857212,37.76337115,31.89591078,35.98649301,18.15235008,6.579925651,6.608779547,6.482982172,19.59107807,21.41823444,13.45218801,13.60594796,10.46792089,24.14910859
242,6999,7966,14965,3487,1917,4922,3097,1542,23.3,12.8,32.9,20.7,10.3,50.2,31.55972874,39.5977245,65.48272522,76.71854734,36.1,62.2,22.8,40,25.3,52,44.7,79.2,69,85.3,0.3,0.1,99.4,0,0.17,42,14875,19,4,25,98.19,0.27,0.04,0.01,0.000,1.48,95.50181378,94.2897215,97.34675206,1.668681983,2.544580244,0.335468131,0.701330109,0.901622921,0.396462336,1.366384522,1.602885193,1.006404392,0.761789601,0.661190142,0.914913083
243,26108,26812,52920,13325,7523,17248,10501,4323,25.2,14.2,32.6,19.8,8.2,31.2,15.12694404,23.591141,41.81506523,63.52070322,25.2,37,10.8,19.6,17.6,29.7,35,47.7,59.3,67.7,24.6,1.4,73.7,0,0.11,13028,39008,728,24,59,53.64,0.01,0.22,0.00,0.008,0.05,88.83288651,84.94308763,95.96031184,7.932082216,11.52613548,1.346562721,1.254691689,1.668692673,0.496102055,1.050938338,1.110619958,0.941581452,0.929401251,0.75146425,1.255441936
244,3651,3474,7125,1248,1338,2512,1372,655,17.5,18.8,35.3,19.3,9.2,13.4,2.989536622,12.5,18.22157434,28.09160305,12.4,14.5,2.5,3.5,14.2,10.5,13.2,22.5,25.3,30.4,12.1,1.1,81.4,1.6,3.78,865,5799,78,114,269,87.66,4.08,4.11,3.27,0.337,0.53,15.03739316,15.1179941,14.8255814,34.18803419,36.46755162,28.19767442,9.882478632,10.02949853,9.496124031,22.46260684,25.40560472,14.72868217,18.42948718,12.97935103,32.75193798
245,16154,16880,33034,10124,4644,9020,5872,3374,30.6,14.1,27.3,17.8,10.2,26.4,11.73557278,20.13303769,33.24250681,51.21517487,18.7,33.5,8.4,14.9,12.8,26.6,20.9,43.8,41.8,62.4,0,0,99.8,0,0.10,15,32983,2,0,34,99.69,0.05,0.01,0.18,0.000,0.08,93.73188862,92.26671927,96.32147838,3.72306917,5.089761294,1.307531381,0.963840242,1.262576445,0.435843794,1.140229306,1.075162754,1.255230126,0.44097266,0.305780233,0.679916318
246,21611,23337,44948,14025,7160,11894,7819,4050,31.2,15.9,26.5,17.4,9,9.3,4.525139665,6.835379183,10.55122138,22.54320988,8.4,10.1,4.8,4.3,7.1,6.6,9.3,11.6,16.8,28.4,0.1,0,99.6,0,0.25,63,44753,18,2,112,99.38,0.05,0.30,0.11,0.000,0.17,89.86074452,86.31779985,95.08104457,5.861472649,9.075630252,1.12561909,1.579138982,2.154316272,0.731652409,1.706562301,1.810542399,1.553354345,0.992081551,0.64171123,1.508329581
247,6794,7804,14598,4535,2125,4113,2466,1359,31.1,14.6,28.2,16.9,9.3,37.3,17.83529412,25.01823487,53.60908354,75.64385578,26.8,45.7,14.8,20.8,16.6,31,35,68.4,61.9,86.4,0.3,0.1,99.6,0,0.07,39,14539,9,1,10,98.86,0.15,0.04,0.52,0.007,0.42,81.26069595,79.32303164,83.95229983,7.658300057,9.467745892,5.144804089,3.166001141,4.562178072,1.226575809,3.451226469,4.243316164,2.350936968,4.463776383,2.403728232,7.325383305
248,13110,13488,26598,7868,3912,8301,4305,2212,29.6,14.7,31.2,16.2,8.3,38,20.93558282,30.70714372,52.40418118,67.58589512,29.3,46.3,14.7,27,21.9,39.4,39.3,62.5,62.5,73.7,0.3,0.1,99.4,0,0.23,73,26445,15,3,62,98.98,0.26,0.08,0.30,0.000,0.38,87.20097407,84.68150241,91.11354909,7.706632288,10.24373013,3.766684952,1.74760063,2.413752502,0.713110258,1.425297235,1.412928294,1.444505394,1.919495774,1.24808666,2.962150302
249,4877,5554,10431,3079,1682,2846,1616,1208,29.5,16.1,27.3,15.5,11.6,57.3,41.31985731,47.68095573,71.59653465,82.86423841,40.6,70.8,28.5,53.6,27.2,62.4,48.3,86.7,72.7,94.8,0.2,0,99.8,0,0.02,24,10405,0,0,2,99.99,0.01,0.00,0.00,0.000,0.00,89.09021553,84.65116279,95.07389163,4.463093649,6.378737542,1.880877743,3.299637612,5.182724252,0.761307658,1.77379363,2.458471761,0.850873265,1.373259584,1.328903654,1.433049709
250,1352,1720,3072,725,610,768,690,279,23.6,19.9,25,22.5,9.1,17.9,2.786885246,13.41145833,28.98550725,36.20071685,6.7,26.1,0.6,5.4,2.4,20.2,11.7,39.3,25.2,43.5,2.4,0,97,0.1,0.49,75,2979,1,2,15,98.54,0.72,0.13,0.33,0.000,0.29,1.156812339,1.982651797,0.267022697,46.65809769,35.5638166,58.61148198,14.13881748,19.70260223,8.144192256,10.218509,12.88723668,7.343124166,27.8277635,29.86369269,25.63417891
251,13342,14094,27436,5597,3538,8901,5758,3642,20.4,12.9,32.4,21,13.3,30.9,13.99095534,18.34625323,39.90969086,64.00329489,23.4,37.9,11.6,16.6,13.4,23.2,28.2,48.8,53.8,73.6,2.3,0.1,97.4,0.1,0.24,618,26718,18,15,67,97.55,1.44,0.47,0.32,0.000,0.23,91.35259357,88.75787762,96.08679525,5.154300722,7.094937996,1.613501484,1.917268549,2.612319577,0.649109792,1.057124097,1.087619435,1.00148368,0.518713066,0.447245375,0.649109792
252,5542,5373,10915,2190,1642,4260,2024,799,20.1,15,39,18.5,7.3,16.3,4.202192448,14.41314554,22.2826087,36.29536921,11.7,21.2,3.4,5.1,10.7,18.5,14.2,29.8,31.2,40.5,13,0.3,82.9,1.1,2.62,1419,9049,38,123,286,94.15,1.94,1.43,1.69,0.376,0.41,11.05499439,9.925925926,14.58333333,44.94949495,48.51851852,33.7962963,16.3486719,17.65432099,12.26851852,14.04788627,15.60493827,9.182098765,13.59895249,8.296296296,30.16975309
253,22572,23123,45695,13571,6604,14085,8203,3232,29.7,14.5,30.8,18,7.1,34.7,19.97274379,28.31380902,45.45897842,65.31559406,27.3,41.8,15.2,24.5,20.3,36,35.4,55,59.8,71.4,44.3,1.9,53.2,0,0.64,20232,24294,871,5,293,86.60,1.69,5.90,3.94,0.000,1.87,84.03013875,80.10155071,91.99110122,9.698612515,13.29079182,2.419354839,2.283377745,2.874982846,1.084538376,1.658550032,1.722245094,1.529477197,2.329320959,2.010429532,2.975528365
254,22046,23783,45829,15933,7014,12836,6993,3053,34.8,15.3,28,15.3,6.7,65.5,53.64984317,62.68307884,74.66037466,83.95021291,46.5,82.2,35,70.6,41.5,81.1,54.5,89.7,73.5,96.6,53.1,0,46.8,0,0.01,24352,21470,0,3,4,99.95,0.04,0.00,0.00,0.000,0.01,96.57844373,95.6437335,97.98712697,1.451710778,2.143189936,0.409596255,0.578817159,0.706631465,0.386190755,1.022265789,1.164777139,0.80748976,0.368762545,0.341667961,0.409596255
